NodeName,TCP_x,TCP_y,TCP_z,TCP_Rx,TCP_Ry,TCP_Rz,FLANGE_x,FLANGE_y,FLANGE_z,RowDataSensor0,RowDataSensor1,RowDataSensor2,RowDataSensor3,RowDataSensor4,RowDataSensor5,SPI0-0,SPI0-1,SPI0-2,SPI0-3,SPI0-4,SPI0-5,SPI0-6,SPI0-7,SPI1-0,SPI1-1,SPI1-2,SPI1-3,SPI1-4,SPI1-5,SPI1-6,SPI1-7,
Start,464.599,71.8923,223.551,3.13655,2.46104,-1.35292,483.138,212.837,345.73,-31.3301,-2.624,5.43347,0.365768,-1.34745,0.048063,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,464.599,71.8951,223.541,3.13656,2.46102,-1.35266,483.115,212.824,345.749,-31.5894,-2.6479,5.42865,0.368678,-1.35383,0.0534482,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,464.601,71.9008,223.532,3.13656,2.46102,-1.35241,483.093,212.812,345.767,-31.8089,-2.59106,5.3995,0.371932,-1.36151,0.0553967,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,464.601,71.9039,223.512,3.13655,2.46099,-1.35191,483.057,212.792,345.797,-32.1755,-2.48445,5.716,0.364833,-1.37658,0.0436842,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,464.603,71.9065,223.504,3.13657,2.46099,-1.35168,483.042,212.784,345.808,-32.2108,-2.44466,5.77328,0.361772,-1.38778,0.0382518,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,464.604,71.9127,223.495,3.13657,2.46099,-1.35145,483.03,212.777,345.818,-32.1596,-2.3971,5.8082,0.361858,-1.3924,0.0392076,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,464.601,71.9127,223.485,3.13659,2.46098,-1.35124,483.019,212.771,345.827,-32.2831,-2.38297,5.89818,0.363072,-1.38556,0.0410178,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,464.597,71.9164,223.478,3.13659,2.46099,-1.35106,483.01,212.766,345.834,-32.8236,-2.17795,5.65319,0.361045,-1.37636,0.0205227,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,464.597,71.9164,223.478,3.13659,2.46099,-1.35106,483.01,212.766,345.834,-32.8236,-2.17795,5.65319,0.361045,-1.37636,0.0205227,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,464.597,71.9164,223.478,3.13659,2.46099,-1.35106,483.01,212.766,345.834,-32.8236,-2.17795,5.65319,0.361045,-1.37636,0.0205227,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,464.597,71.9164,223.478,3.13659,2.46099,-1.35106,483.01,212.766,345.834,-32.8236,-2.17795,5.65319,0.361045,-1.37636,0.0205227,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
Start,464.559,71.9262,223.445,3.1366,2.46098,-1.35069,482.992,212.756,345.849,-36.4053,-3.37631,7.05611,0.346164,-1.52803,0.0252811,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
